ph,readTime,ammonium_x,ammonium_y,ammonium,do2,nitrite,salinity,Timestamp,pH,Temperature,Ammonia_Inlet,Ammonia_Outlet,Dissolved_Oxygen
7.83,1487829672996,,,,,,,2017-02-23 06:01:12.996,8.057121398995484,24.51308992785424,1.6342728393972905,0.20544793582034443,8.568167410100406
7.284,1487829678137,,,,,,,2017-02-23 06:01:18.137,8.085556161325684,24.51308992785424,1.6513336967954104,0.21228822083200585,8.568167410100406
7.83,1487829693496,,,,,,,2017-02-23 06:01:33.496,7.55462780741044,24.51308992785424,1.3327766844462638,0.10057503471514398,8.568167410100406
7.246,1487829698647,,,,,,,2017-02-23 06:01:38.647,7.737086166116504,24.51308992785424,1.4422516996699026,0.1351514115818681,8.568167410100406
8.605,1487829703737,,,,,,,2017-02-23 06:01:43.737,7.991303082109953,24.51308992785424,1.5947818492659716,0.18998685323235623,8.568167410100406
8.452,1487829708786,,,,,,,2017-02-23 06:01:48.786,8.143670313504213,24.51308992785424,1.6862021881025278,0.22656998227192138,8.568167410100406
7.177,1487829713876,,,,,,,2017-02-23 06:01:53.876,7.962439956649149,24.51308992785424,1.5774639739894893,0.18337071535399366,8.568167410100406
7.146,1487829724076,,,,,,,2017-02-23 06:02:04.076,8.13821346524542,24.526179606495123,1.6829280791472516,0.22521170165544616,8.566334855090682
8.298,1487829729167,,,,,,,2017-02-23 06:02:09.167,8.109270455546895,24.526179606495123,1.665562273328137,0.21806714763420518,8.566334855090682
7.83,1487829739376,,,,,,,2017-02-23 06:02:19.376,8.352312235943971,24.526179606495123,1.8113873415663828,0.2811838734347519,8.566334855090682
7.983,1487829744547,,,,,,,2017-02-23 06:02:24.547,7.98318960852523,24.526179606495123,1.5899137651151376,0.18811694453354535,8.566334855090682
7.123,1487829749658,,,,,,,2017-02-23 06:02:29.658,7.566603692977457,24.526179606495123,1.3399622157864743,0.1027219983072168,8.566334855090682
7.146,1487829754767,,,,,,,2017-02-23 06:02:34.767,7.5187380938426225,24.526179606495123,1.3112428563055736,0.09424401911058237,8.566334855090682
7.238,1487829759896,,,,,,,2017-02-23 06:02:39.896,7.607889426879053,24.526179606495123,1.364733656127432,0.11025538912913459,8.566334855090682
9.688,1487829765005,,,,,,,2017-02-23 06:02:45.005,7.646647827366472,24.526179606495123,1.387988696419883,0.11751376142331159,8.566334855090682
6.862,1487829770108,,,,,,,2017-02-23 06:02:50.108,7.847216992554451,24.526179606495123,1.5083301955326704,0.15795490111447896,8.566334855090682
8.452,1487829775285,,,,,,,2017-02-23 06:02:55.285,8.209553288226386,24.526179606495123,1.7257319729358318,0.24325111770491115,8.566334855090682
7.676,1487829790675,,,,,,,2017-02-23 06:03:10.675,7.696177619538527,24.539268786714032,1.417706571723116,0.12705169006509479,8.564502369860035
6.808,1487829795725,,,,,,,2017-02-23 06:03:15.725,7.502840886178915,24.539268786714032,1.301704531707349,0.09148911666083029,8.564502369860035
10.003,1487829811095,,,,,,,2017-02-23 06:03:31.095,7.9492209297451595,24.539268786714032,1.5695325578470958,0.1803739665394338,8.564502369860035
7.0,1487829816186,,,,,,,2017-02-23 06:03:36.186,8.244013710796143,24.539268786714032,1.7464082264776857,0.2521837423680953,8.564502369860035
7.791,1487829826387,,,,,,,2017-02-23 06:03:46.387,7.871278160043484,24.539268786714032,1.52276689602609,0.16313069185499565,8.564502369860035
7.254,1487829846767,,,,,,,2017-02-23 06:04:06.767,7.638784729840531,24.55235721931185,1.3832708379043188,0.11602664560678595,8.56266998929634
6.931,1487829851876,,,,,,,2017-02-23 06:04:11.876,7.816930915689552,24.55235721931185,1.490158549413731,0.15153882981779201,8.56266998929634
10.464,1487829856967,,,,,,,2017-02-23 06:04:16.967,7.807199806583071,24.55235721931185,1.4843198839498428,0.14950067000216885,8.56266998929634
7.062,1487829867166,,,,,,,2017-02-23 06:04:27.166,8.25202960718439,24.55235721931185,1.751217764310634,0.2542820042406296,8.56266998929634
7.123,1487829872256,,,,,,,2017-02-23 06:04:32.256,7.819496947140042,24.55235721931185,1.4916981682840251,0.15207817286199563,8.56266998929634
7.338,1487829882567,,,,,,,2017-02-23 06:04:42.567,8.36251541207045,24.55235721931185,1.8175092472422705,0.28398862103966116,8.56266998929634
7.83,1487829887656,,,,,,,2017-02-23 06:04:47.656,7.797884012293068,24.55235721931185,1.4787304073758407,0.14756014320119665,8.56266998929634
7.983,1487829897967,,,,,,,2017-02-23 06:04:57.967,7.634259110009632,24.55235721931185,1.380555466005779,0.11517409743889137,8.56266998929634
7.1,1487829908167,,,,,,,2017-02-23 06:05:08.167,7.559231755652043,24.565444655103683,1.3355390533912257,0.10139836602480877,8.560837748285483
7.353,1487829918367,,,,,,,2017-02-23 06:05:18.367,8.1051918796205,24.565444655103683,1.6631151277723002,0.21706843596424175,8.560837748285483
8.912,1487829923456,,,,,,,2017-02-23 06:05:23.456,8.262864100577623,24.565444655103683,1.7577184603465739,0.25713032345635756,8.560837748285483
7.269,1487829928497,,,,,,,2017-02-23 06:05:28.497,8.319571119596384,24.565444655103683,1.7917426717578304,0.27226804177516634,8.560837748285483
7.177,1487829938746,,,,,,,2017-02-23 06:05:38.746,7.576925207487799,24.565444655103683,1.3461551244926793,0.10458618494072383,8.560837748285483
8.145,1487829948977,,,,,,,2017-02-23 06:05:48.977,7.586768156083106,24.565444655103683,1.3520608936498635,0.10637584562089793,8.560837748285483
7.522,1487829954136,,,,,,,2017-02-23 06:05:54.136,7.860501447773267,24.565444655103683,1.51630086866396,0.16080392664779916,8.560837748285483
7.023,1487829969537,,,,,,,2017-02-23 06:06:09.537,8.38614754318698,24.57853084492362,1.8316885259121873,0.29053282552593956,8.559005681710692
8.298,1487829984895,,,,,,,2017-02-23 06:06:24.895,8.143453458571692,24.57853084492362,1.6860720751430152,0.22651593607520332,8.559005681710692
6.931,1487829989975,,,,,,,2017-02-23 06:06:29.975,8.373003291294758,24.57853084492362,1.8238019747768548,0.28688465089938714,8.559005681710692
9.074,1487830005756,,,,,,,2017-02-23 06:06:45.756,8.171101747087508,24.57853084492362,1.702661048252505,0.23345215379568585,8.559005681710692
7.522,1487830015955,,,,,,,2017-02-23 06:06:55.955,8.095152744555097,24.57853084492362,1.6570916467330583,0.2146186794245646,8.559005681710692
6.839,1487830021125,,,,,,,2017-02-23 06:07:01.125,7.827372333514997,24.59161553962947,1.4964234001089984,0.15373840004964287,8.557173824451873
7.522,1487830026205,,,,,,,2017-02-23 06:07:06.205,7.517315782991368,24.59161553962947,1.3103894697948206,0.0939963048549515,8.557173824451873
10.464,1487830031365,,,,,,,2017-02-23 06:07:11.365,8.098518316486887,24.59161553962947,1.659110989892132,0.21543860094596234,8.557173824451873
8.145,1487830036387,,,,,,,2017-02-23 06:07:16.387,8.200834733518365,24.59161553962947,1.720500840111019,0.24101373358750416,8.557173824451873
10.617,1487830041516,,,,,,,2017-02-23 06:07:21.516,8.011902129989497,24.59161553962947,1.6071412779936984,0.19476979379946063,8.557173824451873
7.231,1487830046677,,,,,,,2017-02-23 06:07:26.677,7.643636948612727,24.59161553962947,1.3861821691676361,0.11694344954179554,8.557173824451873
7.569,1487830051757,,,,,,,2017-02-23 06:07:31.757,7.922501448712918,24.59161553962947,1.5535008692277508,0.1743806976284928,8.557173824451873
7.292,1487830056877,,,,,,,2017-02-23 06:07:36.877,8.397493298928827,24.59161553962947,1.8384959793572964,0.29369850071308734,8.557173824451873
7.83,1487830061987,,,,,,,2017-02-23 06:07:41.987,8.03290501402298,24.59161553962947,1.6197430084137876,0.19969892765020242,8.557173824451873
7.169,1487830072207,,,,,,,2017-02-23 06:07:52.207,7.626843801651696,24.59161553962947,1.3761062809910176,0.11378249488513904,8.557173824451873
7.092,1487830082456,,,,,,,2017-02-23 06:08:02.456,8.184076047638772,24.604698490107502,1.7104456285832632,0.23673868253105385,8.555342211384948
7.699,1487830087567,,,,,,,2017-02-23 06:08:07.567,8.317521552247108,24.604698490107502,1.7905129313482646,0.2717141962898138,8.555342211384948
7.161,1487830092677,,,,,,,2017-02-23 06:08:12.677,7.761802755581099,24.604698490107502,1.4570816533486597,0.14014251492974053,8.555342211384948
8.759,1487830102897,,,,,,,2017-02-23 06:08:22.897,8.332473191679677,24.604698490107502,1.799483915007806,0.2757660858608253,8.555342211384948
6.977,1487830108076,,,,,,,2017-02-23 06:08:28.076,7.623108066597175,24.604698490107502,1.373864839958305,0.11308392321839181,8.555342211384948
8.452,1487830113156,,,,,,,2017-02-23 06:08:33.156,7.925310383231702,24.604698490107502,1.5551862299390211,0.17500672124093458,8.555342211384948
7.115,1487830118286,,,,,,,2017-02-23 06:08:38.286,7.64923068512002,24.604698490107502,1.3895384110720117,0.11800386568352679,8.555342211384948
7.83,1487830123367,,,,,,,2017-02-23 06:08:43.367,8.334440956290354,24.604698490107502,1.8006645737742124,0.2763013470540266,8.555342211384948
7.108,1487830128446,,,,,,,2017-02-23 06:08:48.446,8.301875228300071,24.604698490107502,1.7811251369800427,0.26750277217328977,8.555342211384948
6.885,1487830133566,,,,,,,2017-02-23 06:08:53.566,8.24519317314179,24.604698490107502,1.7471159038850734,0.2524919976982155,8.555342211384948
10.003,1487830143766,,,,,,,2017-02-23 06:09:03.766,7.514929120806589,24.617779447277208,1.3089574724839534,0.0935811814976168,8.55351087738119
10.932,1487830148877,,,,,,,2017-02-23 06:09:08.877,7.512979344315783,24.617779447277208,1.3077876065894696,0.09324255502504668,8.55351087738119
7.43,1487830153966,,,,,,,2017-02-23 06:09:13.966,7.861726148791858,24.617779447277208,1.5170356892751147,0.16106764599538695,8.55351087738119
7.2,1487830159067,,,,,,,2017-02-23 06:09:19.067,7.775409700536104,24.617779447277208,1.465245820321662,0.14292149868117301,8.55351087738119
